direct id,prog_name,source,covered_drugs.name,covered_drugs.generic,standerdised_drug,standerdised_program,existing or new,id
683eb07337b86bfd7218a0c1,Diabetic Foot Ulcers,healthwell,Imipenem,,imipenem,diabetic foot ulcers fund,,5653
683ec3aa1b52e28e932e22be,Chronic Granulomatous Disease (CGD),TAF,Imipenem + cilastatin,,Imipenem,chronic granulomatous disease (cgd) fund,,5511
683ec3aa1b52e28e932e2308,Skin and Skin Structure Infections,TAF,Imipenem + cilastatin,,Imipenem,skin and skin structure infections fund,,5582
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Imipramine Hcl,,imipramine hcl,pediatric assistance fund,,5691
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Imipramine Pamoate,,imipramine pamoate,pediatric assistance fund,,5691
683eb35152f4d71ca049b0f8,Basal Cell Carcinoma,PAN,IMIQUIMOD,imiquimod,imiquimod,basal cell carcinoma fund,,5765
683eb35152f4d71ca049b11b,Melanoma,PAN,IMIQUIMOD,imiquimod,imiquimod,,,
683eb07337b86bfd7218a0dd,Migraine,healthwell,Imitrex,,imitrex,migraine fund,,5680
683eb07337b86bfd7218a0ce,Hepatocellular Carcinoma - Medicare Access,healthwell,Imjudo,,imjudo,hepatocellular carcinoma - medicare access fund,,5665
683eb35152f4d71ca049b115,Liver Cancer,PAN,IMJUDO,tremelimumab-actl,imjudo,,,
683ec3aa1b52e28e932e22d4,Hepatocellular Carcinoma (HCC),TAF,Imjudo,,imjudo,hepatocellular carcinoma (hcc) fund,,5531
683eab51c1adc57577caa686,Gastrointestinal Stromal Tumors,accessia,Imkeldi,,imkeldi,,,
683eab51c1adc57577caa6af,Myelodysplastic Syndromes,accessia,Imkeldi,,imkeldi,,,
683eab51c1adc57577caa6b0,Myelodysplastic Syndromes,accessia,Imkeldi,,imkeldi,,,
683eafba658efbd7a8fc53ca,Myelodysplastic Syndrome,gooddays,Imkeldi,,imkeldi,myelodysplastic syndrome fund,,5756
683eafba658efbd7a8fc53cb,Myeloproliferative Diseases,gooddays,Imkeldi,,imkeldi,myeloproliferative diseases fund,,5757
683eb35152f4d71ca049b106,Gastrointestinal Stromal Tumors,PAN,IMKELDI,imatinib mesylate,imatinib mesylate,,,
683eb35152f4d71ca049b11b,Melanoma,PAN,IMKELDI,imatinib mesylate,imatinib mesylate,,,
683eb35152f4d71ca049b120,Myelodysplastic Syndromes,PAN,IMKELDI,imatinib mesylate,imatinib mesylate,,,
683eb35152f4d71ca049b12c,Philadelphia Chromosome Negative Myeloproliferative Neoplasms,PAN,IMKELDI,imatinib mesylate,imatinib mesylate,philadelphia chromosome negative myeloproliferative neoplasms fund,,5794
683eafba658efbd7a8fc53c7,Metastatic Melanoma,gooddays,Imlygic,,imlygic,,,
683eb07337b86bfd7218a0db,Melanoma - Medicare Access,healthwell,Imlygic,,imlygic,melanoma - medicare access fund,,5678
683eb07337b86bfd7218a0e3,Neuroendocrine Tumors,healthwell,Imlygic,,imlygic,,,
683eb35152f4d71ca049b11b,Melanoma,PAN,IMLYGIC,talimogene laherparepvec,imlygic,,,
683ec3aa1b52e28e932e22e4,Melanoma,TAF,Imlygic,,imlygic,melanoma fund,,5546
683eab51c1adc57577caa65d,Chronic Inflammatory Demyelinating Polyneuropathy,accessia,Immune Globulin,Human,immune globulin,,,
683eab51c1adc57577caa65d,Chronic Inflammatory Demyelinating Polyneuropathy,accessia,Immune Globulin,Human,immune globulin,,,
683eab51c1adc57577caa65d,Chronic Inflammatory Demyelinating Polyneuropathy,accessia,Immune Globulin,Human,immune globulin,,,
683eab51c1adc57577caa65d,Chronic Inflammatory Demyelinating Polyneuropathy,accessia,Immune Globulin,Human,immune globulin,,,
683eab51c1adc57577caa65e,Chronic Inflammatory Demyelinating Polyneuropathy,accessia,Immune Globulin,Human,immune globulin,,,
683eab51c1adc57577caa65e,Chronic Inflammatory Demyelinating Polyneuropathy,accessia,Immune Globulin,Human,immune globulin,,,
683eab51c1adc57577caa65e,Chronic Inflammatory Demyelinating Polyneuropathy,accessia,Immune Globulin,Human,immune globulin,,,
683eab51c1adc57577caa65e,Chronic Inflammatory Demyelinating Polyneuropathy,accessia,Immune Globulin,Human,immune globulin,,,
683eab51c1adc57577caa6c0,Primary Immune Deficiency,accessia,Immune Globulin,Human,immune globulin,,,
683eab51c1adc57577caa6c0,Primary Immune Deficiency,accessia,Immune Globulin,Human,immune globulin,,,
683eab51c1adc57577caa6c0,Primary Immune Deficiency,accessia,Immune Globulin,Human,immune globulin,,,
683eab51c1adc57577caa6c0,Primary Immune Deficiency,accessia,Immune Globulin,Human,immune globulin,,,
683eab51c1adc57577caa6c0,Primary Immune Deficiency,accessia,Immune Globulin,Human,immune globulin,,,
683eab51c1adc57577caa6c0,Primary Immune Deficiency,accessia,Immune Globulin,Human,immune globulin,,,
683eab51c1adc57577caa6c0,Primary Immune Deficiency,accessia,Immune Globulin,Human,immune globulin,,,
683eab51c1adc57577caa6c0,Primary Immune Deficiency,accessia,Immune Globulin,Human,immune globulin,,,
683eab51c1adc57577caa6c1,Primary Immune Deficiency,accessia,Immune Globulin,Human,immune globulin,,,
683eab51c1adc57577caa6c1,Primary Immune Deficiency,accessia,Immune Globulin,Human,immune globulin,,,
683eab51c1adc57577caa6c1,Primary Immune Deficiency,accessia,Immune Globulin,Human,immune globulin,,,
683eab51c1adc57577caa6c1,Primary Immune Deficiency,accessia,Immune Globulin,Human,immune globulin,,,
683eab51c1adc57577caa6c1,Primary Immune Deficiency,accessia,Immune Globulin,Human,immune globulin,,,
683eab51c1adc57577caa6c1,Primary Immune Deficiency,accessia,Immune Globulin,Human,immune globulin,,,
683eab51c1adc57577caa6c1,Primary Immune Deficiency,accessia,Immune Globulin,Human,immune globulin,,,
683eab51c1adc57577caa6c1,Primary Immune Deficiency,accessia,Immune Globulin,Human,immune globulin,,,
683eb07337b86bfd7218a0aa,Asthma,healthwell,Immune Globulin,,immune globulin,,,
683eb07337b86bfd7218a0b8,Chronic Lymphocytic Leukemia,healthwell,Immune Globulin,,immune globulin,,,
683eb07337b86bfd7218a0c0,Cytomegalovirus Disease - Prevention and Treatment,healthwell,Immune Globulin,,immune globulin,cytomegalovirus disease - prevention and treatment fund,,5652
683ec3aa1b52e28e932e22b2,Activated Phosphoinositide 3-kinase Delta Syndrome (APDS),TAF,Immune Globulin,,immune globulin,activated phosphoinositide 3-kinase delta syndrome (apds) fund,,5499
683eb07337b86bfd7218a0b8,Chronic Lymphocytic Leukemia,healthwell,Immune Globulin Intravenous,,immune globulin,,,
683eb07337b86bfd7218a0df,Multiple Myeloma - Medicare Access,healthwell,Immune Globulin Intravenous,,immune globulin,multiple myeloma - medicare access fund,,5682
683eb07337b86bfd7218a0f6,Systemic Lupus Erythematosus,healthwell,Immune Globulin Intravenous,,immune globulin,systemic lupus erythematosus fund,,5702
683eb07337b86bfd7218a0d8,Lambert-Eaton Myasthenic Syndrome,healthwell,Immune Globulin Intravenous (ivig),,immune globulin,lambert-eaton myasthenic syndrome fund,,5675
683eb07337b86bfd7218a0f6,Systemic Lupus Erythematosus,healthwell,Immune Globulin Intravenous (ivig),,immune globulin,systemic lupus erythematosus fund,,5702
683eab51c1adc57577caa65d,Chronic Inflammatory Demyelinating Polyneuropathy,accessia,Immune Globulin-Hyaluronidase,,immune globulin-hyaluronidase,,,
683eab51c1adc57577caa65e,Chronic Inflammatory Demyelinating Polyneuropathy,accessia,Immune Globulin-Hyaluronidase,,immune globulin-hyaluronidase,,,
683eab51c1adc57577caa6c0,Primary Immune Deficiency,accessia,Immune Globulin-Hyaluronidase,,immune globulin-hyaluronidase,,,
683eab51c1adc57577caa6c1,Primary Immune Deficiency,accessia,Immune Globulin-Hyaluronidase,,immune globulin-hyaluronidase,,,
683eb07337b86bfd7218a0bf,Cystic Fibrosis Vitamins and Supplements,healthwell,Impact (all Varieties),,impact,cystic fibrosis vitamins and supplements fund,,5651
683ec3aa1b52e28e932e22c4,Crohns Disease,TAF,Imuldosa,,imuldosa,crohns disease fund,,5517
683ec3aa1b52e28e932e22ff,Psoriasis,TAF,Imuldosa,,imuldosa,psoriasis fund,,5573
683ec3aa1b52e28e932e2300,Psoriatic Arthritis,TAF,Imuldosa,,imuldosa,psoriatic arthritis fund,,5574
683ec3aa1b52e28e932e230f,Ulcerative Colitis,TAF,Imuldosa,,imuldosa,ulcerative colitis fund,,5589
683eb07337b86bfd7218a0a9,"ANCA-Assoc Vasculitis, and Granulomatosis with Polyangiitis (formerly Wegeners)",healthwell,Imuran,,imuran,"anca-assoc vasculitis, and granulomatosis with polyangiitis (formerly wegeners) fund",,5631
683eb07337b86bfd7218a0ab,AutoImmune - Medicare Access,healthwell,Imuran,,imuran,autoimmune - medicare access fund,,5632
683eb07337b86bfd7218a0d3,Idiopathic Thrombocytopenic Purpura,healthwell,Imuran,,imuran,idiopathic thrombocytopenic purpura fund,,5670
683eb07337b86bfd7218a0d5,Immunosuppressive Treatment for Solid Organ Transplant Recipients-MedicareAccess,healthwell,Imuran,,imuran,immunosuppressive treatment for solid organ transplant recipients-medicareaccess fund,,5672
683eb07337b86bfd7218a0d7,Inflammatory Bowel Disease - Medicare Access,healthwell,Imuran,,imuran,inflammatory bowel disease - medicare access fund,,5674
683eb07337b86bfd7218a0ef,Pulmonary Fibrosis,healthwell,Imuran,,imuran,pulmonary fibrosis fund,,5696
683eb07337b86bfd7218a0f6,Systemic Lupus Erythematosus,healthwell,Imuran,,imuran,systemic lupus erythematosus fund,,5702
683eb35152f4d71ca049b122,Neuromyelitis Optica Spectrum Disorder,PAN,IMURAN,azathioprine,azathioprine,,,
683ec3aa1b52e28e932e2304,Rheumatoid Arthritis,TAF,Imuran,,imuran,rheumatoid arthritis fund,,5578
683eb07337b86bfd7218a0de,Movement Disorders - Medicare Access,healthwell,Inbrija,,inbrija,movement disorders - medicare access fund,,5681
683eb07337b86bfd7218a0e9,Parkinson’s Disease  - Medicare Access,healthwell,Inbrija,,inbrija,,,
683ec3aa1b52e28e932e22f6,Parkinsons Disease,TAF,Inbrija,Levodopa Oral Inhalation,inbrija,parkinsons disease fund,,5564
683eb07337b86bfd7218a0d1,Hypercholesterolemia - Medicare Access,healthwell,Inclisiran,,inclisiran,hypercholesterolemia - medicare access fund,,5668
683eab51c1adc57577caa6ab,Multiple Sclerosis,accessia,IncobotulinumtoxinA,,incobotulinumtoxina,,,
683eab51c1adc57577caa6ac,Multiple Sclerosis,accessia,IncobotulinumtoxinA,,incobotulinumtoxina,,,
683eb07337b86bfd7218a0a8,Amyotrophic Lateral Sclerosis,healthwell,Increlex,,increlex,amyotrophic lateral sclerosis fund,,5630
683eb07337b86bfd7218a0ba,Chronic Obstructive Pulmonary Disease - Medicare Access,healthwell,Incruse Ellipta,,incr ellipta,chronic obstructive pulmonary disease - medicare access fund,,5646
683ec3aa1b52e28e932e22c1,Chronic Obstructive Pulmonary Disease (COPD),TAF,Incruse ellipta,,incr ellipta,chronic obstructive pulmonary disease (copd) fund,,5514
683eab51c1adc57577caa68c,Heart Failure,accessia,Indapamide,,indapamide,,,
683eab51c1adc57577caa68d,Heart Failure,accessia,Indapamide,,indapamide,,,
683eb07337b86bfd7218a0d2,Hyperoxaluria,healthwell,Indapamide,,indapamide,hyperoxaluria fund,,5669
683ec3aa1b52e28e932e22d1,Heart Failure,TAF,Indapamide,,indapamide,heart failure fund,,5528
683ec3aa1b52e28e932e22e5,"MPS I - Hurler Syndrome (Hurler-Scheie, Scheie)",TAF,Indapamide,,indapamide,"mps i - hurler syndrome (hurler-scheie, scheie) fund",,5547
683eb07337b86bfd7218a0b7,Chronic Heart Failure - Medicare Access,healthwell,Inderal,,inderal,chronic heart failure - medicare access fund,,5644
683eb07337b86bfd7218a0b2,Cancer-Related Behavioral Health,healthwell,Inderal La,,inderal la,cancer-related behavioral health fund,,5639
683eb07337b86bfd7218a0c3,Emergency/Medical Workers Behavioral Health Fund,healthwell,Inderal La,,inderal la,,,
683eb07337b86bfd7218a0e3,Neuroendocrine Tumors,healthwell,Inderal La,,inderal la,,,
683eb07337b86bfd7218a0e6,Oncology Caregiver Behavioral Health Fund,healthwell,Inderal La,,inderal la,,,
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Inderal La,,inderal la,pediatric assistance fund,,5691
683ec3aa1b52e28e932e22e1,Long-Chain Fatty Acid Oxidation Disorders Financial Assistance Program,TAF,Inderal LA,,inderal la,,,
683ec3aa1b52e28e932e22e5,"MPS I - Hurler Syndrome (Hurler-Scheie, Scheie)",TAF,Inderal LA,,inderal la,"mps i - hurler syndrome (hurler-scheie, scheie) fund",,5547
683ec3aa1b52e28e932e22ee,Neurofibromatosis,TAF,Inderal LA,,inderal la,neurofibromatosis fund,,5556
683eb07337b86bfd7218a0b2,Cancer-Related Behavioral Health,healthwell,Inderal Xl,,inderal xl,cancer-related behavioral health fund,,5639
683eb07337b86bfd7218a0b7,Chronic Heart Failure - Medicare Access,healthwell,Inderal Xl,,inderal xl,chronic heart failure - medicare access fund,,5644
683eb07337b86bfd7218a0c3,Emergency/Medical Workers Behavioral Health Fund,healthwell,Inderal Xl,,inderal xl,,,
683eb07337b86bfd7218a0e6,Oncology Caregiver Behavioral Health Fund,healthwell,Inderal Xl,,inderal xl,,,
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Inderal Xl,,inderal xl,pediatric assistance fund,,5691
683eb07337b86bfd7218a0ab,AutoImmune - Medicare Access,healthwell,Indocin,,indocin,autoimmune - medicare access fund,,5632
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Indocin,,indocin,pediatric assistance fund,,5691
683eb07337b86bfd7218a0ab,AutoImmune - Medicare Access,healthwell,Indomethacin,,indomethacin,autoimmune - medicare access fund,,5632
683eb07337b86bfd7218a0c9,Gout - Medicare Access,healthwell,Indomethacin,,indomethacin,gout - medicare access fund,,5661
683eb07337b86bfd7218a0ca,Gout Travel Fund,healthwell,Indomethacin,,indomethacin,,,
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Indomethacin,,indomethacin,pediatric assistance fund,,5691
683eb07337b86bfd7218a0f6,Systemic Lupus Erythematosus,healthwell,Indomethacin,,indomethacin,systemic lupus erythematosus fund,,5702
683ec3aa1b52e28e932e22b7,Ankylosing Spondylitis,TAF,Indomethacin,,indomethacin,ankylosing spondylitis fund,,5504
683ec3aa1b52e28e932e22cf,Gout,TAF,Indomethacin,,indomethacin,gout fund,,5526
683ec3aa1b52e28e932e2304,Rheumatoid Arthritis,TAF,Indomethacin,,indomethacin,rheumatoid arthritis fund,,5578
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Indomethacin Avpak,,indomethacin avpak,pediatric assistance fund,,5691
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Indomethacin Novaplus,,indomethacin novaplus,pediatric assistance fund,,5691
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Infatabs Phenytoin,,infatabs phenytoin,pediatric assistance fund,,5691
683ec3aa1b52e28e932e22de,Iron Deficiency Anemia,TAF,Infed,,infed,iron deficiency anemia fund,,5540
683eb07337b86bfd7218a0ab,AutoImmune - Medicare Access,healthwell,Inflectra,,inflectra,autoimmune - medicare access fund,,5632
683eb07337b86bfd7218a0d7,Inflammatory Bowel Disease - Medicare Access,healthwell,Inflectra,,inflectra,inflammatory bowel disease - medicare access fund,,5674
683ec3aa1b52e28e932e22b7,Ankylosing Spondylitis,TAF,Inflectra,,inflectra,ankylosing spondylitis fund,,5504
683ec3aa1b52e28e932e22c4,Crohns Disease,TAF,Inflectra,,inflectra,crohns disease fund,,5517
683ec3aa1b52e28e932e22ff,Psoriasis,TAF,Inflectra,,inflectra,psoriasis fund,,5573
683ec3aa1b52e28e932e2300,Psoriatic Arthritis,TAF,Inflectra,,inflectra,psoriatic arthritis fund,,5574
683ec3aa1b52e28e932e2304,Rheumatoid Arthritis,TAF,Inflectra,,inflectra,rheumatoid arthritis fund,,5578
683ec3aa1b52e28e932e230f,Ulcerative Colitis,TAF,Inflectra,,inflectra,ulcerative colitis fund,,5589
683eb07337b86bfd7218a0a9,"ANCA-Assoc Vasculitis, and Granulomatosis with Polyangiitis (formerly Wegeners)",healthwell,Infliximab,,infliximab,"anca-assoc vasculitis, and granulomatosis with polyangiitis (formerly wegeners) fund",,5631
683eb07337b86bfd7218a0d7,Inflammatory Bowel Disease - Medicare Access,healthwell,Infliximab,,infliximab,inflammatory bowel disease - medicare access fund,,5674
683eb07337b86bfd7218a0d7,Inflammatory Bowel Disease - Medicare Access,healthwell,Infliximab-abda,,infliximab-abda,inflammatory bowel disease - medicare access fund,,5674
683eb07337b86bfd7218a0d7,Inflammatory Bowel Disease - Medicare Access,healthwell,Infliximab-dyyb,,infliximab-dyyb,inflammatory bowel disease - medicare access fund,,5674
683eb07337b86bfd7218a0ab,AutoImmune - Medicare Access,healthwell,Infliximab-qbtx,,infliximab-qbtx,autoimmune - medicare access fund,,5632
683eb07337b86bfd7218a0d7,Inflammatory Bowel Disease - Medicare Access,healthwell,Infliximab-qbtx,,infliximab-qbtx,inflammatory bowel disease - medicare access fund,,5674
683eb07337b86bfd7218a0ac,B-Cell Lymphoma - Medicare Access,healthwell,Infugem,,infugem,b-cell lymphoma - medicare access fund,,5633
683eb07337b86bfd7218a0da,Mantle Cell Lymphoma,healthwell,Infugem,,infugem,mantle cell lymphoma fund,,5677
683eb07337b86bfd7218a0e8,Pancreatic Cancer - Medicare Access,healthwell,Infugem,,infugem,pancreatic cancer - medicare access fund,,5690
683eb07337b86bfd7218a0f5,Small Cell Lung Cancer - Medicare Access,healthwell,Infugem,,infugem,small cell lung cancer - medicare access fund,,5701
683eb35152f4d71ca049b127,Pancreatic Cancer,PAN,INFUGEM,gemcitabine hcl in 0.9 % nacl,infugem,,,
683eb35152f4d71ca049b133,Renal Cell Carcinoma,PAN,INFUGEM,gemcitabine hcl in 0.9 % nacl,infugem,,,
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Infumorph 200,,infumorph 200,pediatric assistance fund,,5691
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Infumorph 500,,infumorph 500,pediatric assistance fund,,5691
683eb07337b86bfd7218a0de,Movement Disorders - Medicare Access,healthwell,Ingrezza,,ingrezza,movement disorders - medicare access fund,,5681
683eb07337b86bfd7218a0f8,Tardive Dyskinesia - Medicare Access,healthwell,Ingrezza,,ingrezza,tardive dyskinesia - medicare access fund,,5704
683eb07337b86bfd7218a0de,Movement Disorders - Medicare Access,healthwell,Ingrezza Sprinkle,,ingrezza sprinkle,movement disorders - medicare access fund,,5681
683ec3aa1b52e28e932e22de,Iron Deficiency Anemia,TAF,Injectafer,,injectafer,iron deficiency anemia fund,,5540
683eb07337b86bfd7218a0eb,Peyronie's Disease,healthwell,Injection,,inflectra,peyronie's disease fund,,5692
683eb07337b86bfd7218a0eb,Peyronie's Disease,healthwell,Injection Procedure,,procedure,peyronie's disease fund,,5692
683eb07337b86bfd7218a0f1,Renal Cell Carcinoma - Medicare Access,healthwell,Inlyta,,inlyta,renal cell carcinoma - medicare access fund,,5698
683eb35152f4d71ca049b133,Renal Cell Carcinoma,PAN,INLYTA,axitinib,inlyta,,,
683ec3aa1b52e28e932e2302,Renal Cell Carcinoma (RCC),TAF,Inlyta,,inlyta,renal cell carcinoma (rcc) fund,,5576
683eb07337b86bfd7218a0b2,Cancer-Related Behavioral Health,healthwell,Innopran Xl,,innopran xl,cancer-related behavioral health fund,,5639
683eb07337b86bfd7218a0b7,Chronic Heart Failure - Medicare Access,healthwell,Innopran Xl,,innopran xl,chronic heart failure - medicare access fund,,5644
683eb07337b86bfd7218a0c3,Emergency/Medical Workers Behavioral Health Fund,healthwell,Innopran Xl,,innopran xl,,,
683eb07337b86bfd7218a0dd,Migraine,healthwell,Innopran Xl,,innopran xl,migraine fund,,5680
683eb07337b86bfd7218a0e3,Neuroendocrine Tumors,healthwell,Innopran Xl,,innopran xl,,,
683eb07337b86bfd7218a0e6,Oncology Caregiver Behavioral Health Fund,healthwell,Innopran Xl,,innopran xl,,,
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Innopran Xl,,innopran xl,pediatric assistance fund,,5691
683ec3aa1b52e28e932e22e1,Long-Chain Fatty Acid Oxidation Disorders Financial Assistance Program,TAF,InnoPran XL,,innopran xl,,,
683ec3aa1b52e28e932e22e5,"MPS I - Hurler Syndrome (Hurler-Scheie, Scheie)",TAF,InnoPran XL,,innopran xl,"mps i - hurler syndrome (hurler-scheie, scheie) fund",,5547
683ec3aa1b52e28e932e22ee,Neurofibromatosis,TAF,Innopran XL,,innopran xl,neurofibromatosis fund,,5556
683eb07337b86bfd7218a0d5,Immunosuppressive Treatment for Solid Organ Transplant Recipients-MedicareAccess,healthwell,Inolimomab,,inolimomab,immunosuppressive treatment for solid organ transplant recipients-medicareaccess fund,,5672
683eb07337b86bfd7218a0aa,Asthma,healthwell,Inomax,,inomax,,,
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Inomax,,inomax,pediatric assistance fund,,5691
683eb07337b86bfd7218a0f0,Pulmonary Hypertension - Medicare Access,healthwell,Inomax,,inomax,pulmonary hypertension - medicare access fund,,5697
683eb07337b86bfd7218a0f4,Sickle Cell Disease,healthwell,Inomax,,inomax,,,
683ec3aa1b52e28e932e2301,Pulmonary Hypertension,TAF,INOmax,,inomax,pulmonary hypertension fund,,5575
683eb07337b86bfd7218a0e0,Multiple Sclerosis - Medicare Access,healthwell,Inosine Pranobex,,inosine pranobex,multiple sclerosis - medicare access fund,,5683
683eb07337b86bfd7218a0a7,Amyloidosis,healthwell,Inotersen,,inotersen,,,
683eab51c1adc57577caa68c,Heart Failure,accessia,Inpefa,,inpefa,,,
683eab51c1adc57577caa68d,Heart Failure,accessia,Inpefa,,inpefa,,,
683ec3aa1b52e28e932e22d1,Heart Failure,TAF,INPEFA,SOTAGLIFLOZIN,inpefa,heart failure fund,,5528
683eab51c1adc57577caa6af,Myelodysplastic Syndromes,accessia,Inqovi,,inqovi,,,
683eab51c1adc57577caa6b0,Myelodysplastic Syndromes,accessia,Inqovi,,inqovi,,,
683eafba658efbd7a8fc53ca,Myelodysplastic Syndrome,gooddays,Inqovi,,inqovi,myelodysplastic syndrome fund,,5756
683eb07337b86bfd7218a0e1,Myelodysplastic Syndromes - Medicare Access,healthwell,Inqovi,,inqovi,myelodysplastic syndromes - medicare access fund,,5684
683eb35152f4d71ca049b120,Myelodysplastic Syndromes,PAN,INQOVI,decitabine/cedazuridine,inqovi,,,
683eb35152f4d71ca049b12c,Philadelphia Chromosome Negative Myeloproliferative Neoplasms,PAN,INQOVI,decitabine/cedazuridine,inqovi,philadelphia chromosome negative myeloproliferative neoplasms fund,,5794
683eafba658efbd7a8fc53cb,Myeloproliferative Diseases,gooddays,Inrebic,,inrebic,myeloproliferative diseases fund,,5757
683eb35152f4d71ca049b12c,Philadelphia Chromosome Negative Myeloproliferative Neoplasms,PAN,INREBIC,fedratinib dihydrochloride,inrebic,philadelphia chromosome negative myeloproliferative neoplasms fund,,5794
683eab51c1adc57577caa68c,Heart Failure,accessia,Inspra,,inspra,,,
683eab51c1adc57577caa68d,Heart Failure,accessia,Inspra,,inspra,,,
683eb07337b86bfd7218a0b4,Cardiomyopathy - Medicare Access,healthwell,Inspra,,inspra,cardiomyopathy - medicare access fund,,5641
683eb07337b86bfd7218a0b7,Chronic Heart Failure - Medicare Access,healthwell,Inspra,,inspra,chronic heart failure - medicare access fund,,5644
683eb07337b86bfd7218a0e3,Neuroendocrine Tumors,healthwell,Inspra,,inspra,,,
683ec3aa1b52e28e932e22d1,Heart Failure,TAF,Inspra,,inspra,heart failure fund,,5528
683ec3aa1b52e28e932e22e5,"MPS I - Hurler Syndrome (Hurler-Scheie, Scheie)",TAF,Inspra,,inspra,"mps i - hurler syndrome (hurler-scheie, scheie) fund",,5547
683ec3aa1b52e28e932e22ee,Neurofibromatosis,TAF,Inspra,,inspra,neurofibromatosis fund,,5556
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Insulin Aspart,,insulin aspart,pediatric assistance fund,,5691
683eb07337b86bfd7218a0f9,Type 2 Diabetes,healthwell,Insulin Aspart 70/30 Flexpen,,insulin aspart 70/30 flexpen,type 2 diabetes fund,,5705
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Insulin Aspart Flexpen,,insulin aspart flexpen,pediatric assistance fund,,5691
683eb07337b86bfd7218a0f9,Type 2 Diabetes,healthwell,Insulin Aspart Flexpen,,insulin aspart flexpen,type 2 diabetes fund,,5705
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Insulin Aspart Penfill,,insulin aspart penfill,pediatric assistance fund,,5691
683eb07337b86bfd7218a0f9,Type 2 Diabetes,healthwell,Insulin Aspart Penfill,,insulin aspart penfill,type 2 diabetes fund,,5705
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Insulin Aspart Prot-insulin Aspart 70/30 Flexpen,,insulin aspart prot-insulin aspart 70/30 flexpen,pediatric assistance fund,,5691
683eb07337b86bfd7218a0f9,Type 2 Diabetes,healthwell,Insulin Aspart Protamine,,insulin aspart protamine,type 2 diabetes fund,,5705
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Insulin Aspart Protamine/insulin Aspart 70/30,,insulin aspart protamine/insulin aspart 70/30,pediatric assistance fund,,5691
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Insulin Aspart/insulin Aspart Protamine,,insulin aspart/insulin aspart protamine,pediatric assistance fund,,5691
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Insulin Degludec,,insulin degludec,pediatric assistance fund,,5691
683eb07337b86bfd7218a0f9,Type 2 Diabetes,healthwell,Insulin Degludec,,insulin degludec,type 2 diabetes fund,,5705
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Insulin Degludec Flextouch Pen,,insulin degludec flextouch,pediatric assistance fund,,5691
683eb07337b86bfd7218a0f9,Type 2 Diabetes,healthwell,Insulin Degludec Flextouch Pen,,insulin degludec flextouch,type 2 diabetes fund,,5705
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Insulin Glargine,,insulin glargine,pediatric assistance fund,,5691
683eb07337b86bfd7218a0f9,Type 2 Diabetes,healthwell,Insulin Glargine,,insulin glargine,type 2 diabetes fund,,5705
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Insulin Glargine Pen,,insulin glargine,pediatric assistance fund,,5691
683eb07337b86bfd7218a0f9,Type 2 Diabetes,healthwell,Insulin Glargine Pen,,insulin glargine,type 2 diabetes fund,,5705
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Insulin Glargine U-300 Max Solostar,,insulin glargine u-300 max solostar,pediatric assistance fund,,5691
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Insulin Glargine U-300 Solostar,,insulin glargine u-300 solostar,pediatric assistance fund,,5691
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Insulin Human Regular/insulin Human Isophane (nph)*,,insulin human regular/insulin human isophane *,pediatric assistance fund,,5691
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Insulin Lispro,,insulin lispro,pediatric assistance fund,,5691
683eb07337b86bfd7218a0f9,Type 2 Diabetes,healthwell,Insulin Lispro 75/25 Kwikpen*,,insulin lispro 75/25 kwikpen*,type 2 diabetes fund,,5705
683eb07337b86bfd7218a0ea,Pediatric Assistance,healthwell,Insulin Lispro Junior Kwikpen,,insulin lispro junior kwikpen,pediatric assistance fund,,5691
