ID,Name,Source,Source ID,Generic Name,Company Name,Equivalent,Associated Programs,Associated Drugs Count,Created At,Updated At
21031,premierpro rx azithromycin,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:48,2025-03-16 07:02:48
21032,premierpro rx ceftriaxone,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:48,2025-03-16 07:02:48
21033,premierpro rx glycopyrrolate,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:48,2025-03-16 07:02:48
21034,proair digihaler with emodule,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:48,2025-03-16 07:02:48
21035,pulmicort respules,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:48,2025-03-16 07:02:48
21036,revefenacin,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:48,2025-03-16 07:02:48
21037,robinul,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:48,2025-03-16 07:02:48
21038,robinul forte,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:48,2025-03-16 07:02:48
21040,simplist glycopyrrolate,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:49,2025-03-16 07:02:49
21042,smz-tmp concentrate,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:49,2025-03-16 07:02:49
21043,smz-tmp ds,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:49,2025-03-16 07:02:49
21044,solu-medrol novaplus,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:49,2025-03-16 07:02:49
21046,spiriva respimat institutional pack 10act,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:49,2025-03-16 07:02:49
21047,spiriva respimat institutional pack 28act,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:49,2025-03-16 07:02:49
21048,sski,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:49,2025-03-16 07:02:49
21050,stiolto respimat institutional pack 10act,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:49,2025-03-16 07:02:49
21051,stiolto respimat institutional pack 28act,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:49,2025-03-16 07:02:49
21053,sulfamethoxazole/trimethoprim avpak,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:49,2025-03-16 07:02:49
21054,sulfamethoxazole/trimetoprim novaplus,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:49,2025-03-16 07:02:49
21056,symbicort 160/4.5,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:49,2025-03-16 07:02:49
21057,symbicort 80/4.5,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:49,2025-03-16 07:02:49
21058,taperdex 6-day,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd); multiple sclerosis health equity fund,1,2025-03-16 07:02:49,2025-03-16 07:02:49
21059,taperdex 7-day,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd); multiple sclerosis health equity fund,1,2025-03-16 07:02:49,2025-03-16 07:02:49
21060,terbutaline,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:49,2025-03-16 07:02:49
21061,terbutaline sulfate novaplus,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:49,2025-03-16 07:02:49
21062,theophylline anhydrous,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:49,2025-03-16 07:02:49
21064,umeclidinium,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:49,2025-03-16 07:02:49
21065,unasyn,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:49,2025-03-16 07:02:49
21066,vigamox,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:49,2025-03-16 07:02:49
21068,zcort 7-day,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd); multiple sclerosis health equity fund,1,2025-03-16 07:02:49,2025-03-16 07:02:49
21070,zithromax tri-pak,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:49,2025-03-16 07:02:49
21071,zithromax z-pak,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:49,2025-03-16 07:02:49
21072,zonatuss,COPAYS_COM,,,,,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease health equity fund (copd),1,2025-03-16 07:02:49,2025-03-16 07:02:49
21082,astagraf xl,COPAYS_COM,,,,,graft vs host disease fund; myasthenia gravis fund,1,2025-03-16 07:02:53,2025-03-16 07:02:53
21084,cequa,COPAYS_COM,,,,,graft vs host disease fund; myasthenia gravis fund,1,2025-03-16 07:02:53,2025-03-16 07:02:53
21085,cyclosporine,COPAYS_COM,,,,,graft vs host disease fund; myasthenia gravis fund,1,2025-03-16 07:02:53,2025-03-16 07:02:53
21086,cyclosporine in klarity,COPAYS_COM,,,,,graft vs host disease fund; myasthenia gravis fund,1,2025-03-16 07:02:53,2025-03-16 07:02:53
21087,cyclosporine modified,COPAYS_COM,,,,,graft vs host disease fund; myasthenia gravis fund,1,2025-03-16 07:02:53,2025-03-16 07:02:53
21088,enbrel mini,COPAYS_COM,,,,,graft vs host disease fund,1,2025-03-16 07:02:53,2025-03-16 07:02:53
21089,enbrel sureclick,COPAYS_COM,,,,,graft vs host disease fund,1,2025-03-16 07:02:53,2025-03-16 07:02:53
21091,gengraf,COPAYS_COM,,,,,graft vs host disease fund,1,2025-03-16 07:02:53,2025-03-16 07:02:53
21092,hovyn,COPAYS_COM,,,,,graft vs host disease fund,1,2025-03-16 07:02:53,2025-03-16 07:02:53
21095,arginine,COPAYS_COM,,,,,growth hormone deficiency fund,1,2025-03-16 07:02:54,2025-03-16 07:02:54
21097,genotropin,COPAYS_COM,,,,,growth hormone deficiency fund,1,2025-03-16 07:02:54,2025-03-16 07:02:54
21098,humatrope,COPAYS_COM,,,,,growth hormone deficiency fund,1,2025-03-16 07:02:54,2025-03-16 07:02:54
21099,lupron,COPAYS_COM,,,,,growth hormone deficiency fund; prostate cancer fund; prostate cancer health equity fund,1,2025-03-16 07:02:54,2025-03-16 07:02:54
21101,norditropin flexpro,COPAYS_COM,,,,,growth hormone deficiency fund,1,2025-03-16 07:02:54,2025-03-16 07:02:54
21102,norditropin nordiflex,COPAYS_COM,,,,,growth hormone deficiency fund,1,2025-03-16 07:02:54,2025-03-16 07:02:54
21103,nutropin,COPAYS_COM,,,,,growth hormone deficiency fund,1,2025-03-16 07:02:54,2025-03-16 07:02:54
21105,nutropin aq nuspin,COPAYS_COM,,,,,growth hormone deficiency fund,1,2025-03-16 07:02:54,2025-03-16 07:02:54
21106,nutropin aq pen,COPAYS_COM,,,,,growth hormone deficiency fund,1,2025-03-16 07:02:54,2025-03-16 07:02:54
21107,nutropin aq pen cartridge,COPAYS_COM,,,,,growth hormone deficiency fund,1,2025-03-16 07:02:54,2025-03-16 07:02:54
21108,omnitrope,COPAYS_COM,,,,,growth hormone deficiency fund,1,2025-03-16 07:02:54,2025-03-16 07:02:54
21109,saizen,COPAYS_COM,,,,,growth hormone deficiency fund,1,2025-03-16 07:02:54,2025-03-16 07:02:54
21112,skytrofta,COPAYS_COM,,,,,growth hormone deficiency fund,1,2025-03-16 07:02:54,2025-03-16 07:02:54
21114,tev-tropin,COPAYS_COM,,,,,growth hormone deficiency fund,1,2025-03-16 07:02:54,2025-03-16 07:02:54
21115,viadur,COPAYS_COM,,,,,growth hormone deficiency fund,1,2025-03-16 07:02:54,2025-03-16 07:02:54
21116,zomacton,COPAYS_COM,,,,,growth hormone deficiency fund,1,2025-03-16 07:02:54,2025-03-16 07:02:54
21117,zorbtive,COPAYS_COM,,,,,growth hormone deficiency fund,1,2025-03-16 07:02:54,2025-03-16 07:02:54
21162,accuretic,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:55,2025-03-16 07:02:55
21163,adrenalin,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:55,2025-03-16 07:02:55
21164,aliskiren,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:55,2025-03-16 07:02:55
21165,amiloride hcl,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:55,2025-03-16 07:02:55
21166,amiloride-hydrochlorothiazide (amiloride/hydrochlorothiazide),COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:55,2025-03-16 07:02:55
21167,amiodarone hcl,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:55,2025-03-16 07:02:55
21168,amiodarone hcl-d5w (amiodarone hcl/d5w),COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:55,2025-03-16 07:02:55
21169,amlodipine besylate,COPAYS_COM,,,,,heart failure fund; pulmonary hypertension fund,1,2025-03-16 07:02:55,2025-03-16 07:02:55
21170,amlodipine besylate-benazepril (amlodipine besylate/benazepril),COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:55,2025-03-16 07:02:55
21171,amlodipine-atorvastatin (amlodipine/atorvastatin),COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:55,2025-03-16 07:02:55
21172,amlodipine-olmesartan (amlodipine bes/olmesartan med),COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:55,2025-03-16 07:02:55
21173,amlodipine-valsartan (amlodipine besylate/valsartan),COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:55,2025-03-16 07:02:55
21174,amlodipine-valsartan-hctz (amlodipine/valsartan/hcthiazid),COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:55,2025-03-16 07:02:55
21175,dobutamine hcl,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:55,2025-03-16 07:02:55
21176,dobutamine-dextrose,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21177,milrinone lactate,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21178,milrinone lactate in dextrose,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21179,nitroprusside sodium,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21180,sodium nitroprusside,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21182,nitroprusside sodium-nacl,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21183,bicillin l-a,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21184,extencilline,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21185,lentocilin,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21186,penicillin g benzathine,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21188,natrecor,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21189,nesiritide,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21190,isoproterenol hcl,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21191,isuprel,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21193,eplerenone,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21194,dapagliflozin propanediol,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21195,empagliflozin,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21196,dapagliflozin pro-metformin er,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21199,gonitro,COPAYS_COM,,,,,heart failure fund; pulmonary hypertension fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21200,minitran,COPAYS_COM,,,,,heart failure fund; pulmonary hypertension fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21202,nitro-dur,COPAYS_COM,,,,,heart failure fund; pulmonary hypertension fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21203,nitro-time,COPAYS_COM,,,,,heart failure fund; pulmonary hypertension fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21204,nitroglycerin er,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21205,nitroglycerin,COPAYS_COM,,,,,heart failure fund; pulmonary hypertension fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21206,nitrolingual,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21207,nitromist,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21208,nitrostat,COPAYS_COM,,,,,heart failure fund; pulmonary hypertension fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21209,nitroglycerin in d5w,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21210,metoprolol succinate er,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21211,metoprolol succinate,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21213,carvedilol phosphate er,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21215,prinivil,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21217,ethacrynic acid,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21218,ethacrynate sodium,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:56,2025-03-16 07:02:56
21219,sodium edecrin,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:57,2025-03-16 07:02:57
21220,soaanz,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:57,2025-03-16 07:02:57
21221,torsemide,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:57,2025-03-16 07:02:57
21222,chlorothiazide,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:57,2025-03-16 07:02:57
21225,atorvaliq,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:57,2025-03-16 07:02:57
21228,atorvastatin-coenzyme q10,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:57,2025-03-16 07:02:57
21229,equapax/atorvastatin/coq10,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:57,2025-03-16 07:02:57
21230,ivabradine hcl,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:57,2025-03-16 07:02:57
21231,vericiguat,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:57,2025-03-16 07:02:57
21232,sacubitril-valsartan,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:57,2025-03-16 07:02:57
21233,isosorb dinitrate-hydralazine,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:57,2025-03-16 07:02:57
21234,amiloride-hydrochlorothiazide,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:57,2025-03-16 07:02:57
21235,spironolactone-hctz,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:57,2025-03-16 07:02:57
21236,inpefa,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:57,2025-03-16 07:02:57
21237,sotagliflozin,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:57,2025-03-16 07:02:57
21238,ezetimibe-atorvastatin,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:57,2025-03-16 07:02:57
21239,acetazolamide er,COPAYS_COM,,,,,heart failure fund,1,2025-03-16 07:02:57,2025-03-16 07:02:57
21279,none listed,COPAYS_COM,,,,,hemophilia fund; ovarian cancer fund; renal cell carcinoma fund; small cell lung cancer fund; thyroid eye disease fund,1,2025-03-16 07:02:58,2025-03-16 07:02:58
21282,afirmelle,COPAYS_COM,,,,,hemophilia fund; von willebrand disease fund,1,2025-03-16 07:02:58,2025-03-16 07:02:58
21284,albutein,COPAYS_COM,,,,,hemophilia fund; multiple sclerosis health equity fund,1,2025-03-16 07:02:58,2025-03-16 07:02:58
21285,alphanate,COPAYS_COM,,,,,hemophilia fund; von willebrand disease fund,1,2025-03-16 07:02:58,2025-03-16 07:02:58
21286,alphanine sd,COPAYS_COM,,,,,hemophilia fund,1,2025-03-16 07:02:58,2025-03-16 07:02:58
21288,altavera,COPAYS_COM,,,,,hemophilia fund; von willebrand disease fund,1,2025-03-16 07:02:58,2025-03-16 07:02:58
21289,alyacen,COPAYS_COM,,,,,hemophilia fund; von willebrand disease fund,1,2025-03-16 07:02:58,2025-03-16 07:02:58
21290,amethia,COPAYS_COM,,,,,hemophilia fund; von willebrand disease fund,1,2025-03-16 07:02:58,2025-03-16 07:02:58
21291,amethyst,COPAYS_COM,,,,,hemophilia fund; von willebrand disease fund,1,2025-03-16 07:02:58,2025-03-16 07:02:58
21294,apri,COPAYS_COM,,,,,hemophilia fund; von willebrand disease fund,1,2025-03-16 07:02:58,2025-03-16 07:02:58
21295,aranelle,COPAYS_COM,,,,,hemophilia fund; von willebrand disease fund,1,2025-03-16 07:02:58,2025-03-16 07:02:58
21296,alferon n,COPAYS_COM,,,,,hepatitis c health equity fund,1,2025-03-16 07:02:58,2025-03-16 07:02:58
21297,amantadine hydrochloride,COPAYS_COM,,,,,hepatitis c health equity fund,1,2025-03-16 07:02:58,2025-03-16 07:02:58
21301,eltrombopag,COPAYS_COM,,,,,hepatitis c health equity fund,1,2025-03-16 07:02:58,2025-03-16 07:02:58
21303,epogen,COPAYS_COM,,,,,hepatitis c health equity fund,1,2025-03-16 07:02:58,2025-03-16 07:02:58
21304,flumadine,COPAYS_COM,,,,,hepatitis c health equity fund,1,2025-03-16 07:02:58,2025-03-16 07:02:58
21306,intron-a,COPAYS_COM,,,,,hepatitis c health equity fund; multiple myeloma fund; multiple myeloma health equity fund; renal cell carcinoma fund,1,2025-03-16 07:02:59,2025-03-16 07:02:59
21307,intron-a w/ diluent,COPAYS_COM,,,,,hepatitis c health equity fund,1,2025-03-16 07:02:59,2025-03-16 07:02:59
21308,ledipasvir/sofosbuvir blister pack,COPAYS_COM,,,,,hepatitis c health equity fund,1,2025-03-16 07:02:59,2025-03-16 07:02:59
21314,procrit,COPAYS_COM,,,,,hepatitis c health equity fund,1,2025-03-16 07:02:59,2025-03-16 07:02:59
21317,rebif,COPAYS_COM,,,,,hepatitis c health equity fund; multiple sclerosis health equity fund,1,2025-03-16 07:02:59,2025-03-16 07:02:59
21321,sofosbuvir/velpatasvir blister pack,COPAYS_COM,,,,,hepatitis c health equity fund,1,2025-03-16 07:02:59,2025-03-16 07:02:59
21325,victrelis,COPAYS_COM,,,,,hepatitis c health equity fund,1,2025-03-16 07:02:59,2025-03-16 07:02:59
21328,virazole,COPAYS_COM,,,,,hepatitis c health equity fund,1,2025-03-16 07:02:59,2025-03-16 07:02:59
21333,peginterferon,COPAYS_COM,,,,,hepatitis c health equity fund,1,2025-03-16 07:02:59,2025-03-16 07:02:59
21334,pegintron/rebetol combo pack,COPAYS_COM,,,,,hepatitis c health equity fund,1,2025-03-16 07:02:59,2025-03-16 07:02:59
21335,ribapak,COPAYS_COM,,,,,hepatitis c health equity fund,1,2025-03-16 07:02:59,2025-03-16 07:02:59
21336,ledipasvir-sofosbuvir (ledipasvir/sofosbuvir),COPAYS_COM,,,,,hepatitis c health equity fund,1,2025-03-16 07:02:59,2025-03-16 07:02:59
21337,sofosbuvir-velpatasvir (sofosbuvir/velpatasvir),COPAYS_COM,,,,,hepatitis c health equity fund,1,2025-03-16 07:02:59,2025-03-16 07:02:59
21340,c1 esterase inhibitor (human),COPAYS_COM,,,,,hereditary angioedema fund,1,2025-03-16 07:02:59,2025-03-16 07:02:59
21343,c1 esterase inhibitor (recomb),COPAYS_COM,,,,,hereditary angioedema fund,1,2025-03-16 07:02:59,2025-03-16 07:02:59
21346,icatibant acetate,COPAYS_COM,,,,,hereditary angioedema fund,1,2025-03-16 07:03:00,2025-03-16 07:03:00
21348,berotralstat hcl,COPAYS_COM,,,,,hereditary angioedema fund,1,2025-03-16 07:03:00,2025-03-16 07:03:00
21350,ecallantide,COPAYS_COM,,,,,hereditary angioedema fund,1,2025-03-16 07:03:00,2025-03-16 07:03:00
21352,lanadelumab-flyo,COPAYS_COM,,,,,hereditary angioedema fund,1,2025-03-16 07:03:00,2025-03-16 07:03:00
21354,amantadine,COPAYS_COM,,,,,huntington's disease fund; multiple sclerosis health equity fund,1,2025-03-16 07:03:00,2025-03-16 07:03:00
21356,cesamet,COPAYS_COM,,,,,huntington's disease fund,1,2025-03-16 07:03:00,2025-03-16 07:03:00
21357,co-enzyme q10,COPAYS_COM,,,,,huntington's disease fund,1,2025-03-16 07:03:00,2025-03-16 07:03:00
21358,deutetrabenazine,COPAYS_COM,,,,,huntington's disease fund,1,2025-03-16 07:03:00,2025-03-16 07:03:00
21360,haldol decanoate,COPAYS_COM,,,,,huntington's disease fund,1,2025-03-16 07:03:00,2025-03-16 07:03:00
21361,nabilone,COPAYS_COM,,,,,huntington's disease fund,1,2025-03-16 07:03:00,2025-03-16 07:03:00
21362,q-sorb co q-10,COPAYS_COM,,,,,huntington's disease fund,1,2025-03-16 07:03:00,2025-03-16 07:03:00
21363,quinzyme,COPAYS_COM,,,,,huntington's disease fund,1,2025-03-16 07:03:00,2025-03-16 07:03:00
21365,tetrabenazine,COPAYS_COM,,,,,huntington's disease fund,1,2025-03-16 07:03:01,2025-03-16 07:03:01
21366,ubiquinone,COPAYS_COM,,,,,huntington's disease fund,1,2025-03-16 07:03:01,2025-03-16 07:03:01
21367,xenazine,COPAYS_COM,,,,,huntington's disease fund,1,2025-03-16 07:03:01,2025-03-16 07:03:01
21368,blood test for serum creatinine and egfr,COPAYS_COM,,,,,iga nephropathy fund,1,2025-03-16 07:03:01,2025-03-16 07:03:01
21371,prednisolone anhydrous,COPAYS_COM,,,,,iga nephropathy fund; multiple sclerosis health equity fund,1,2025-03-16 07:03:01,2025-03-16 07:03:01
21373,urine test - urinalysis,COPAYS_COM,,,,,iga nephropathy fund,1,2025-03-16 07:03:01,2025-03-16 07:03:01
21374,veripred 20,COPAYS_COM,,,,,iga nephropathy fund; metastatic colorectal cancer fund; multiple sclerosis health equity fund,1,2025-03-16 07:03:01,2025-03-16 07:03:01
21381,aldesleukin,COPAYS_COM,,,,,melanoma fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
21382,amascrine,COPAYS_COM,,,,,melanoma fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
21383,amifostine,COPAYS_COM,,,,,melanoma fund; ovarian cancer fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
21384,amonafide,COPAYS_COM,,,,,melanoma fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
21385,amsacrine,COPAYS_COM,,,,,melanoma fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
21386,azelaic acid,COPAYS_COM,,,,,melanoma fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
21387,azelex,COPAYS_COM,,,,,melanoma fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
21388,baccilus of calmette and guerin,COPAYS_COM,,,,,melanoma fund; multiple sclerosis health equity fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
21391,braftovi + mektovi,COPAYS_COM,,,,,melanoma fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
21392,brequinar,COPAYS_COM,,,,,melanoma fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
21393,bryostatin-1,COPAYS_COM,,,,,melanoma fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
21395,cimetidine,COPAYS_COM,,,,,melanoma fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
21397,dabrafenib,COPAYS_COM,,,,,melanoma fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
21398,dabrafenib mesylate,COPAYS_COM,,,,,melanoma fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
21400,dactinomycin,COPAYS_COM,,,,,melanoma fund; ovarian cancer fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
21401,dtic-dome,COPAYS_COM,,,,,melanoma fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
21402,fenretinide,COPAYS_COM,,,,,melanoma fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
21403,fotemustine,COPAYS_COM,,,,,melanoma fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
21404,imatinib,COPAYS_COM,,,,,melanoma fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
21406,interferon alfa-2a,COPAYS_COM,,,,,melanoma fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
21407,interferon alfa-2b,COPAYS_COM,,,,,melanoma fund; multiple sclerosis health equity fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
21408,interferon beta,COPAYS_COM,,,,,melanoma fund; multiple sclerosis health equity fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
21409,interleukin-4,COPAYS_COM,,,,,melanoma fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
21410,interleukin-6,COPAYS_COM,,,,,melanoma fund,1,2025-03-16 07:03:02,2025-03-16 07:03:02
