ID,UUID,Name,Active,Associated SourceDrugs Count,Associated SourceDrugs,Associated Programs Count,Associated Programs,Created At,Updated At
3952,d7369ac1-7a8b-451b-8c7d-5dca18d9275e,retisert,true,5,retisert; retisert; retisert; retisert; retisert,8,Focus on Access (FOA) Program; Bausch + Lomb Patient Assistance Program; inherited retinal diseases - publicly insured; chronic noninfectious uveitis fund; retinal vein occlusion fund; macular diseases fund; bausch + lomb patient assistance program; focus on access (foa) program,2024-08-21 09:12:06,2025-03-09 11:28:37
3953,6fe074bc-80ad-48f4-a238-8cb258ebb102,retisert implant,true,1,retisert implant; intravitreal,2,Bausch + Lomb Patient Assistance Program; Focus on Access (FOA) Program,2024-08-21 09:12:06,2025-03-16 07:31:39
3954,1709fca2-3b41-4b94-b573-565174f3ce79,retrovir,true,4,retrovir; retrovir; retrovir; retrovir,10,"Rx Outreach Medications; ViiV Connect; HarborPath ADAP Waiting List Program; Retrovir Mail-In Rebate; Retrovir Copay Card Sign-up; b-cell lymphoma - medicare access fund; hiv, aids treatment & prevention fund; harborpath adap waiting list program; rx outreach medications; viiv connect",2024-08-21 09:12:06,2025-03-09 11:28:37
3955,834390e9-595d-4455-b712-971a51f6a64e,revatio,true,8,revatio; revatio tablet; revatio (oral and iv); revatio; revatio; revatio; revatio; revatio,14,Rx Outreach Medications; Revatio tablet Copay Card Sign-up; Revatio tablet Mail-In Rebate; mps ii - hunter syndrome fund; pulmonary hypertension fund; pediatric assistance fund; pulmonary fibrosis fund; pulmonary hypertension - medicare access fund; pulmonary arterial hypertension fund; rx outreach medications; revatio savings card; revatio savings card rebate; revatio savings card; revatio savings card rebate,2024-08-21 09:12:06,2025-03-16 07:31:39
3956,e79896f5-822f-470e-9219-91b24e8769e5,revcovi,true,3,revcovi; revcovi injection; revcovi,5,Chiesi Total Care Program - Revcovi; Chiesi Total Care Program: Revcovi; Revcovi injection Copay Card Program; primary immune deficiency - privately insured; primary immune deficiency - publicly insured,2024-08-21 09:12:06,2025-03-09 11:28:37
3957,3d22d065-6703-4556-a679-2be7c923bed0,revia,true,1,revia,1,Rx Outreach Medications,2024-08-21 09:12:06,2025-03-09 11:28:37
3958,053e8b82-d3b2-4a0a-ace4-343976f175ee,revlimid,true,9,revlimid; revlimid capsule; revlimid; revlimid; revlimid; revlimid; revlimid; revlimid; revlimid,21,BMS Access Support; Bristol Myers Squibb (BMS) Access Support; Revlimid capsule Copay Card Program; myelodysplastic syndromes - privately insured; myelodysplastic syndromes - publicly insured; amyloidosis fund; b-cell lymphoma - medicare access fund; chronic lymphocytic leukemia fund; mantle cell lymphoma fund; multiple myeloma - medicare access fund; myelodysplastic syndromes - medicare access fund; waldenstrom macroglobulinemia fund; multiple myeloma fund; multiple myeloma health equity fund; myelodysplastic syndromes fund; myelodysplastic syndrome fund; philadelphia chromosome negative myeloproliferative neoplasms fund; follicular lymphoma fund; bristol myers squibb (bms) access support; revlimid bms oncology co-pay assistance program; revlimid bms oncology co-pay assistance program,2024-08-21 09:12:06,2025-03-09 11:28:37
3959,43cccab0-afa7-4f7c-be8e-75fae05f5b6f,revolve system,true,1,revolve system,1,myAbbVie Assist for Allergan Aesthetics,2024-08-21 09:12:06,2025-03-09 11:28:37
3960,7bedf478-f444-4d78-bde9-d23ceefc1d25,rexulti,true,4,rexulti tablet; rexulti; rexulti; rexulti,17,Otsuka Patient Assistance Foundation (OPAF) Patient Assistance Program; REXULTI Savings Program (Generic Antidepressants); Rexulti tablet Copay Card Sign-up; Rexulti tablet Copay Card Program; cancer-related behavioral health fund; emergency/medical workers behavioral health fund fund; neurocognitive disease with psychosis - medicare access fund; oncology caregiver behavioral health fund fund; schizophrenia - medicare access fund; cancer fund; cancer genetic and genomic testing health equity fund; otsuka patient assistance foundation (opaf) patient assistance program; rexulti savings program (generic antidepressants); rexulti medicare part d extra help program; rexulti savings card; rexulti medicare part d extra help program; rexulti savings card,2024-08-21 09:12:06,2025-03-09 11:28:37
3961,9d6f9a2e-81b0-4d18-9d29-da90d0d24f73,reyataz,true,1,reyataz,0,"",2024-08-21 09:12:06,2025-03-09 11:28:37
3962,5f9215e9-734a-423f-82f5-42da8a0e1a9e,reyvow,true,4,reyvow; reyvow tablet; reyvow; reyvow,8,Lilly Cares; Lilly Cares Foundation Patient Assistance Program; Reyvow tablet Copay Card Sign-up; Reyvow tablet Copay Card Sign-up; migraine fund; lilly cares foundation patient assistance program; reyvow savings card; reyvow savings card,2024-08-21 09:12:06,2025-03-09 11:28:37
3963,6a70b468-3dcb-4ce7-9ce0-124b54603bed,rezdiffra,true,4,rezdiffra tablet; rezdiffra; rezdiffra; rezdiffra,6,Madrigal Patient Support; nonalcoholic steatohepatitis (nash) fund; metabolic dysfunction-associated steatohepatitis fund; madrigal patient support; rezdiffra copay savings program; rezdiffra copay savings program,2024-08-21 09:12:06,2025-03-09 11:28:38
3964,b51b64a1-b2b4-40d9-afd5-5380140bf72d,rezlidhia,true,7,rezlidhia; rezlidhia capsule; rezlidhia; rezlidhia; rezlidhia; rezlidhia; rezlidhia,10,Rigel OneCare - Rezlidhia; Rigel OneCare Program; Rezlidhia capsule Copay Card Program; Rezlidhia capsule Discount Program/Point System; acute myeloid leukemia fund; rigel onecare program: rezlidhia; rezlidhia copay assistance; rezlidhia free drug supply; rezlidhia copay assistance; rezlidhia free drug supply,2024-08-21 09:12:06,2025-03-09 11:28:38
3965,4e7c4a9b-131b-4e29-bfca-fcd324dc0130,rezurock,true,4,rezurock; rezurock tablet; rezurock; rezurock,11,Kadmon ASSIST; Kadmon ASSIST; Rezurock tablet Copay Card Program; Rezurock tablet Discount Program/Point System; primary immune deficiency - privately insured; primary immune deficiency - publicly insured; kadmon assist; rezurock assist program; rezurock kadmon assist commercial co-pay savings program; rezurock assist program; rezurock kadmon assist commercial co-pay savings program,2024-08-21 09:12:06,2025-03-09 11:28:38
3966,dd32a9b4-ddce-4780-b89f-08c60ad2192f,rezvoglar kwikpen,true,2,rezvoglar kwikpen injection; rezvoglar kwikpen,4,Rezvoglar KwikPen injection Copay Card Download; Rezvoglar KwikPen injection Copay Card Download; pediatric assistance fund; type 2 diabetes fund,2024-08-21 09:12:06,2025-03-09 11:28:38
3967,a55a5c5d-8f30-476b-b91b-ec6f2655391f,rezzayo,true,3,rezzayo; rezzayo injection; iv infusion; rezzayo,6,REZZAYO Patient Assistance Program; REZZAYO Patient Assistance Program; Rezzayo injection; iv infusion Copay Card Program; rezzayo patient assistance program; rezzayo copay assistance program; rezzayo copay assistance program,2024-08-21 09:12:06,2025-03-09 11:28:38
3968,f0a44db5-1a7d-4347-a36e-f3a170199452,rheumatrex,true,3,rheumatrex tablet; rheumatrex; rheumatrex,6,Rx Outreach Medications; head and neck cancer - medicare access fund; inflammatory bowel disease - medicare access fund; pulmonary fibrosis fund; systemic lupus erythematosus fund; head and neck cancer fund,2024-08-21 09:12:06,2025-03-09 11:28:38
3969,cf4b7082-6fc7-488a-8b99-f3948cdd558b,rhinocort allergy,true,1,rhinocort allergy spray,1,Rx Outreach Medications,2024-08-21 09:12:06,2025-03-09 11:28:38
3970,e5cf035d-c473-4ad3-ac0c-f8fd69cab52a,rhofade,true,2,rhofade cream; topical; rhofade,3,Rhofade cream; topical Copay Card Download; rhofade savings card; rhofade savings card,2024-08-21 09:12:06,2025-03-09 11:28:38
3971,42f5053b-790e-49d7-b16c-75f13abb7288,rhogam ultra-filtered plus,true,1,rhogam ultra-filtered plus,0,"",2024-08-21 09:12:06,2025-03-09 11:28:38
3972,f9c6e533-1c2e-4876-9e39-fe5a639cfed1,rhophylac,true,3,rhophylac injection; iv; rhophylac; rhophylac,2,thrombocytopenia fund; idiopathic thrombocytopenic purpura fund,2024-08-21 09:12:06,2025-03-09 11:28:38
3973,6e27c80e-5adf-4bd1-9802-ccbb208b3f92,rhopressa,true,2,rhopressa ophthalmic solution; rhopressa,3,Rhopressa ophthalmic solution Copay Card Sign-up; rhopressa alcon patient access program card; rhopressa alcon patient access program card,2024-08-21 09:12:06,2025-03-09 11:28:38
3974,dc56bccb-4649-4dcc-b84e-aa068ca514cb,riabni,true,6,riabni; riabni injection; iv; riabni; riabni; riabni; riabni,17,"Amgen Safety Net Foundation; Amgen SupportPlus Co-Pay Program; Amgen Safety Net Foundation (ASNF); Riabni injection; iv Copay Card Sign-up; Riabni injection; iv Mail-In Rebate; chronic lymphocytic leukemia fund; rheumatoid arthritis fund; anca-assoc vasculitis, and granulomatosis with polyangiitis (formerly wegeners) fund; b-cell lymphoma - medicare access fund; mantle cell lymphoma fund; pediatric assistance fund; waldenstrom macroglobulinemia fund; amgen safety net foundation (asnf); riabni amgen supportplus co-pay program; riabni amgen supportplus co-pay program rebate; riabni amgen supportplus co-pay program; riabni amgen supportplus co-pay program rebate",2024-08-21 09:12:06,2025-03-09 11:28:38
3975,416c8431-a766-42d5-bbc0-63b2badf2e62,riastap,true,4,riastap; riastap injection; iv; riastap; riastap,4,CSL Behring Patient Assistance & Support Programs; CSL Behring Support & Assistance Programs; inherited and acquired factor deficiencies - publicly insured; csl behring support & assistance programs,2024-08-21 09:12:06,2025-03-09 11:28:38
3976,2ec94963-9b10-4629-9e2e-3398ae56558a,rid daily defense shampoo & conditioner,true,1,rid daily defense shampoo & conditioner,1,RID Daily Defense Shampoo & Conditioner Instant Coupon,2024-08-21 09:12:06,2025-03-09 11:28:38
3977,dc583900-fe8d-40a5-ade0-309b66d2471a,"rid home lice, bedbug & dust mite spray kit",true,1,"rid home lice, bedbug & dust mite spray kit",1,RID Home Lice Bedbug & Dust Mite Spray Kit Instant Coupon,2024-08-21 09:12:06,2025-03-16 07:31:39
3978,11544ab5-4697-4d25-8c00-d103911e0f31,rid lice treatment complete kit,true,1,rid lice treatment complete kit,1,RID Lice Treatment Complete Kit Instant Coupon,2024-08-21 09:12:06,2025-03-09 11:28:38
3979,a8f7f447-a597-432e-84af-b191f997d515,rid pure power + comt lice elimination kit,true,1,rid pure power + comfort lice elimination kit,1,RID Pure Power + Comfort Lice Elimination Kit Instant Coupon,2024-08-21 09:12:06,2025-03-16 07:31:39
3980,952e28c9-2a2c-4832-8385-bf59d8795d00,rid super max complete lice elimination kit,true,1,rid super max complete lice elimination kit,1,RID SUPER MAX Complete Lice Elimination Kit Instant Coupon,2024-08-21 09:12:06,2025-03-09 11:28:38
3981,9267eb99-1e4d-4d65-997a-8ad5f1eb2a5f,rid super max lice elimination kit,true,1,rid super max lice elimination kit,1,RID SUPER MAX Lice Elimination Kit Instant Coupon,2024-08-21 09:12:06,2025-03-09 11:28:38
3982,c42cc963-c6ee-49cd-9ae0-9aea4f6d4762,ridaura,true,4,ridaura; ridaura; ridaura; ridaura,4,Sebela Patient Assistance Program: Lotronex & Ridaura; rheumatoid arthritis fund; autoimmune - medicare access fund; legacy patient assistance program: lotronex & ridaura,2024-08-21 09:12:06,2025-03-09 11:28:38
3983,daf766e8-6010-4bff-b12d-d790789b2cb8,rilutek,true,4,rilutek tablet; rilutek; rilutek; rilutek,5,amyotrophic lateral sclerosis (als) fund; amyotrophic lateral sclerosis fund; huntington's disease - medicare access fund; movement disorders - medicare access fund; huntington's disease fund,2024-08-21 09:12:07,2025-03-09 11:28:38
3984,b0e66659-07b0-4eeb-8ce8-bfb361ed9b57,rimso-50,true,1,rimso-50 solution; intravesical,0,"",2024-08-21 09:12:07,2025-03-16 07:31:39
3985,a8dba627-7d82-47d7-a385-114e8c555c13,rinvoq,true,6,rinvoq; rinvoq tablet; extended release; rinvoq; rinvoq; rinvoq; rinvoq,24,myAbbVie Assist for Rinvoq; myAbbVie Assist for Rinvoq; Rinvoq tablet; extended release Copay Card Program; Rinvoq tablet; extended release Copay Card Program; Rinvoq tablet; extended release Mail-In Rebate; Rinvoq tablet; extended release Mail-In Rebate; ankylosing spondylitis fund; atopic dermatitis fund; crohns disease fund; juvenile arthritis fund; psoriatic arthritis fund; rheumatoid arthritis fund; ulcerative colitis fund; autoimmune - medicare access fund; inflammatory bowel disease - medicare access fund; myabbvie assist for rinvoq; rinvoq complete rebate program; rinvoq complete rebate program for lab tests; rinvoq complete savings card; rinvoq medicare part d extra help subsidy; rinvoq complete rebate program; rinvoq complete rebate program for lab tests; rinvoq complete savings card; rinvoq medicare part d extra help subsidy,2024-08-21 09:12:07,2025-03-09 11:28:38
3986,fdab60f6-50b4-4817-b027-64ac3f38a7bb,riomet er,true,2,riomet er suspension; extended release; riomet er,2,pediatric assistance fund; type 2 diabetes fund,2024-08-21 09:12:07,2025-03-09 11:28:38
3987,e729e958-39ea-4240-9c62-1c3baec59ef1,riomet,true,2,riomet solution; riomet,2,pediatric assistance fund; type 2 diabetes fund,2024-08-21 09:12:07,2025-03-09 11:28:38
3988,0e250e24-36c5-44d1-9b58-08fed876c3bf,risedronate sodium,true,2,risedronate sodium tablet; risedronate sodium,2,Costco Member Prescription Program; post menopausal osteoporosis - medicare access fund,2024-08-21 09:12:07,2024-08-21 09:12:07
3989,012edc17-c4ba-4545-9b26-0c0bc562fc6e,risperdal,true,3,risperdal; risperdal; risperdal,17,Rx Outreach Medications; Janssen CarePath; Risperdal Copay Card Program; movement disorders - medicare access fund; neurocognitive disease with psychosis - medicare access fund; pediatric assistance fund; schizophrenia - medicare access fund; johnson & johnson patient assistance program; rx outreach medications; risperdal consta janssen carepath savings program; risperdal consta janssen carepath savings program rebate; risperdal consta medicare part d extra help subsidy; risperdal medicare part d extra help subsidy; risperdal consta janssen carepath savings program; risperdal consta janssen carepath savings program rebate; risperdal consta medicare part d extra help subsidy; risperdal medicare part d extra help subsidy,2024-08-21 09:12:07,2025-03-09 11:28:39
3990,ef8d53dd-3411-430d-b976-a753142e2200,risperdal consta,true,4,risperdal consta; risperdal consta injection; long-acting; risperdal consta; risperdal consta,11,"Johnson & Johnson Patient Assistance Program; Janssen Patient Assistance; Johnson & Johnson Patient Assistance Foundation, Inc. Patient Assistance Program; Janssen CarePath; Risperdal Consta injection; long-acting Mail-In Rebate; Risperdal Consta injection; long-acting Copay Card Sign-up; Risperdal Consta injection; long-acting Copay Card Program; movement disorders - medicare access fund; neurocognitive disease with psychosis - medicare access fund; pediatric assistance fund; johnson & johnson patient assistance program",2024-08-21 09:12:07,2025-03-09 11:28:39
3991,44b58e04-9477-451f-9c5f-4478cf44d47a,risperdal m-tab,true,1,risperdal m-tab tablet,0,"",2024-08-21 09:12:07,2025-03-09 11:28:39
3992,3f8e4153-3986-4327-a1f1-850fda41488f,risperidone,true,3,risperidone tablet; risperidone; risperidone odt,11,Costco Member Prescription Program; D & W Fresh Market $5.99/$12.99 Generic Program; Family Fare Supermarkets $5.99/$12.99 Generic Program; Price Cutter $4/$10 Medication Savings List; H-E-B Rx Rewards Platinum; VG's Grocery $5.99/$12.99 Generic Program; Forest Hills Foods $5.99/$12.99 Generic Program; Family Fresh Market $5.99/$12.99 Generic Program; movement disorders - medicare access fund; pediatric assistance fund; schizophrenia - medicare access fund,2024-08-21 09:12:07,2024-08-21 09:12:07
3993,bfebe3de-784b-47ab-91dd-cf0c6f00f38f,ritalin la,true,4,ritalin la capsule; extended-release; ritalin la; ritalin la; ritalin la,8,Rx Outreach Medications; cancer-related behavioral health fund; emergency/medical workers behavioral health fund fund; oncology caregiver behavioral health fund fund; pediatric assistance fund; cancer fund; cancer genetic and genomic testing health equity fund; rx outreach medications,2024-08-21 09:12:07,2025-03-09 11:28:39
3994,4c5a9f81-3707-4ec4-92cb-fe28e2147d09,ritalin,true,5,ritalin tablet; ritalin; ritalin; ritalin; ritalin,9,Rx Outreach Medications; narcolepsy fund; cancer-related behavioral health fund; emergency/medical workers behavioral health fund fund; oncology caregiver behavioral health fund fund; pediatric assistance fund; cancer fund; cancer genetic and genomic testing health equity fund; rx outreach medications,2024-08-21 09:12:07,2025-03-09 11:28:39
3995,7be6d1da-5698-4085-b9e3-f087b2407eb3,ritalin-sr,true,3,ritalin-sr tablet; extended release; ritalin sr; ritalin sr,5,cancer-related behavioral health fund; emergency/medical workers behavioral health fund fund; oncology caregiver behavioral health fund fund; cancer fund; cancer genetic and genomic testing health equity fund,2024-08-21 09:12:07,2025-03-09 11:28:39
3996,39bb330d-a64b-4ce3-b3e0-ced30638de8e,rituxan hycela,true,7,rituxan hycela; rituxan hycela injection; subcutaneous; rituxan hycela; rituxan hycela; rituxan hycela; rituxan hycela; rituxan hycela,17,"Genentech Patient Foundation; Genentech Patient Foundation; Genentech Oncology Access Solutions; Rituxan Hycela injection; subcutaneous Mail-In Rebate; Rituxan Hycela injection; subcutaneous Copay Card Sign-up; chronic lymphocytic leukemia fund; anca-assoc vasculitis, and granulomatosis with polyangiitis (formerly wegeners) fund; autoimmune - medicare access fund; b-cell lymphoma - medicare access fund; idiopathic thrombocytopenic purpura fund; mantle cell lymphoma fund; multiple sclerosis - medicare access fund; systemic lupus erythematosus fund; waldenstrom macroglobulinemia fund; multiple sclerosis health equity fund; genentech oncology access solutions; genentech patient foundation",2024-08-21 09:12:07,2025-03-09 11:28:39
3997,182bb5d2-82b3-45dd-adfc-93810df7bb03,rituxan,true,6,rituxan injection; iv; rituxan; rituxan; rituxan; rituxan; rituxan,38,"Genentech Access Solutions: Actemra & Rituxan; Genentech Patient Foundation; Genentech Oncology Access Solutions; Rituxan injection; iv Copay Card Program; Rituxan injection; iv Copay Card Sign-up; Rituxan injection; iv Copay Card Sign-up; Rituxan injection; iv Mail-In Rebate; Rituxan injection; iv Mail-In Rebate; chronic lymphocytic leukemia fund; rheumatoid arthritis fund; anca-assoc vasculitis, and granulomatosis with polyangiitis (formerly wegeners) fund; autoimmune - medicare access fund; b-cell lymphoma - medicare access fund; idiopathic thrombocytopenic purpura fund; mantle cell lymphoma fund; multiple sclerosis - medicare access fund; pediatric assistance fund; systemic lupus erythematosus fund; systemic sclerosis with interstitial lung disease fund; waldenstrom macroglobulinemia fund; multiple sclerosis health equity fund; genentech access solutions: actemra & rituxan; genentech oncology access solutions; genentech patient foundation; rituxan genentech oncology co-pay assistance program; rituxan genentech oncology co-pay assistance program rebate; rituxan hycela genentech oncology co-pay assistance program; rituxan hycela genentech oncology co-pay assistance program rebate; rituxan immunology co-pay program (for drug costs); rituxan immunology co-pay program (for infusion costs); rituxan immunology co-pay program rebate; rituxan genentech oncology co-pay assistance program; rituxan genentech oncology co-pay assistance program rebate; rituxan hycela genentech oncology co-pay assistance program; rituxan hycela genentech oncology co-pay assistance program rebate; rituxan immunology co-pay program (for drug costs); rituxan immunology co-pay program (for infusion costs); rituxan immunology co-pay program rebate",2024-08-21 09:12:07,2025-03-09 11:28:39
3998,0b508337-a160-48a2-8bb7-b61ee6aab4ca,rivelsa,true,1,rivelsa tablet,0,"",2024-08-21 09:12:07,2025-03-09 11:28:39
3999,a2edbde4-173a-4d70-bcb9-4dc0dae77b32,rivfloza,true,4,rivfloza injection for subcutaneous use; rivfloza; rivfloza; rivfloza,8,NovoCare Sharps Disposal Program; Novo Nordisk Rare Renal Disorders Program; Rivfloza injection for subcutaneous use Copay Card Sign-up; primary hyperoxaluria fund; hyperoxaluria fund; novo nordisk rare renal disorders program; rivfloza savings program; rivfloza savings program,2024-08-21 09:12:07,2025-03-09 11:28:39
4000,cc1c1ad3-9aa2-479e-83a1-184718a90a2a,rixubis,true,4,rixubis; rixubis injection; iv lyophilized powder; rixubis; rixubis,10,Hematology Support Center; Hematology Support Center Patient Assistance Program; Rixubis injection; iv lyophilized powder Free-Trial Offer; Rixubis injection; iv lyophilized powder Copay Card Program; inherited and acquired factor deficiencies - publicly insured; takeda patient support; rixubis freedom of choice free trial program; rixubis takeda hsc copay assistance program; rixubis freedom of choice free trial program; rixubis takeda hsc copay assistance program,2024-08-21 09:12:07,2025-03-09 11:28:39
4001,c78bdf95-2c22-4888-b0c9-e2cb415a8c23,rizatriptan benzoate,true,1,rizatriptan benzoate tablet; orally disintegrating,1,Costco Member Prescription Program,2024-08-21 09:12:07,2024-08-21 09:12:07
4002,fed15490-ec11-4b2c-8622-15c9ef586040,robaxin,true,2,robaxin; robaxin,2,Rx Outreach Medications; rx outreach medications,2024-08-21 09:12:07,2025-03-09 11:28:39
4003,79454032-2e6d-4428-ad67-c5fa88b30eb7,robitussin childrens 12 hour cough relief,true,1,robitussin childrens 12 hour cough relief syrup,1,Robitussin Childrens 12 Hour Cough Relief syrup Sign-up Coupon,2024-08-21 09:12:07,2025-03-09 11:28:39
4004,6e954e70-bf59-4859-ae10-8b2476730310,robitussin childrens cough & chest congestion dm,true,1,robitussin childrens cough & chest congestion dm syrup products,1,Robitussin Childrens Cough & Chest Congestion DM Syrup Products Sign-up Coupon,2024-08-21 09:12:07,2025-03-09 11:28:39
4005,5a6784c9-c3be-4ceb-b139-c8e566e19f8a,robitussin childrens cough and cold cf,true,1,robitussin childrens cough and cold cf syrup,1,Robitussin Childrens Cough and Cold CF syrup Sign-up Coupon,2024-08-21 09:12:07,2025-03-09 11:28:39
4006,b3b6d7c3-788a-465a-a2c0-023d06854de0,robitussin childrens cough and cold long acting,true,1,robitussin childrens cough and cold long acting  syrup,1,Robitussin Childrens Cough and Cold Long Acting  syrup Sign-up Coupon,2024-08-21 09:12:07,2025-03-09 11:28:39
4007,d9b18cc4-fffd-4998-abe0-4c616028ece0,robitussin childrens dm day night value pack,true,1,robitussin childrens dm day night value pack  syrup,1,Robitussin Childrens DM Day Night Value Pack  syrup Sign-up Coupon,2024-08-21 09:12:07,2025-03-09 11:28:39
4008,e3f5d3a5-1766-46fe-b5e9-c10df4de45a5,robitussin childrens naturals cough,true,1,robitussin childrens naturals cough syrup products,1,Robitussin Childrens Naturals Cough Syrup Products Sign-up Coupon,2024-08-21 09:12:07,2025-03-09 11:28:39
4009,8717fd06-25fb-4f1c-bd5b-e947305e1e71,robitussin childrens naturals cough+ immune health gummies,true,1,robitussin childrens naturals cough+ immune health gummies,1,Robitussin Childrens Naturals Cough+ Immune Health Gummies Sign-up Coupon,2024-08-21 09:12:07,2025-03-09 11:28:39
4010,bf068653-7599-41f8-94bd-3fac2794c4f4,robitussin childrens nighttime cough long acting dm,true,1,robitussin childrens nighttime cough long acting dm syrup,1,Robitussin Childrens Nighttime Cough Long Acting DM syrup Sign-up Coupon,2024-08-21 09:12:07,2025-03-09 11:28:39
4011,215cee4c-91a0-4e02-9f4d-f6062952d8fa,robitussin long-acting cough,true,1,robitussin long-acting coughgels,1,Robitussin Long-Acting CoughGels Sign-up Coupon,2024-08-21 09:12:07,2025-03-16 07:31:39
4012,f1de4580-8352-49d8-bc32-30282ad148a7,robitussin maximum strength cold cf,true,1,robitussin maximum strength cold cf syrup products,1,Robitussin Maximum Strength Cold CF Syrup Products Sign-up Coupon,2024-08-21 09:12:07,2025-03-09 11:28:40
4013,0455f056-c652-46ca-abb0-0f1ddd97a416,robitussin maximum strength cough & chest congestion dm,true,1,robitussin maximum strength cough & chest congestion dm capsules,1,Robitussin Maximum Strength Cough & Chest Congestion DM Capsules Sign-up Coupon,2024-08-21 09:12:07,2025-03-16 07:31:39
4014,8012ee73-cc32-42f1-aa2d-ceaf78372df0,robitussin maximum strength cough plus chest congestion dm,true,1,robitussin maximum strength cough plus chest congestion dm syrup products,1,Robitussin Maximum Strength Cough plus Chest Congestion DM Syrup Products Sign-up Coupon,2024-08-21 09:12:07,2025-03-09 11:28:40
4015,eb9d5c58-7c0d-4ef1-9b98-1a3fb5063d49,robitussin maximum strength dm day night value pack,true,1,robitussin maximum strength dm day night value pack syrup,1,Robitussin Maximum Strength DM Day Night Value pack syrup Sign-up Coupon,2024-08-21 09:12:07,2025-03-09 11:28:40
4016,802f92e5-b032-478c-bec6-ffd030ed2459,robitussin maximum strength honey severe cough flu plus sore throat,true,1,robitussin maximum strength honey severe cough flu plus sore throat syrup products,1,Robitussin Maximum Strength Honey Severe Cough Flu plus Sore Throat Syrup Products Sign-up Coupon,2024-08-21 09:12:07,2025-03-09 11:28:40
4017,124ed436-0dfa-4cc6-90a7-204c296fbf34,robitussin maximum strength nighttime cough dm,true,1,robitussin maximum strength nighttime cough dm syrup,1,Robitussin Maximum Strength Nighttime Cough DM syrup Sign-up Coupon,2024-08-21 09:12:07,2025-03-09 11:28:40
4018,69570455-4177-41f0-8cee-c9ea660ccb42,robitussin maximum strength severe cough + sore throat,true,1,robitussin maximum strength severe cough + sore throat syrup,1,Robitussin Maximum Strength Severe Cough + Sore Throat syrup Sign-up Coupon,2024-08-21 09:12:07,2025-03-09 11:28:40
4019,c5e6b735-7b75-46b5-8e6e-ecdd3d941071,robitussin maximum strength severe multi-symptom cough cold flu,true,1,robitussin maximum strength severe multi-symptom cough cold  flu syrup products,1,Robitussin Maximum Strength Severe Multi-Symptom Cough Cold  Flu Syrup Products Sign-up Coupon,2024-08-21 09:12:07,2025-03-09 11:28:40
4020,e85ebd07-9057-4b99-9d7a-66a7a1feb19b,robitussin naturals cough,true,1,robitussin naturals cough syrup products,1,Robitussin Naturals Cough Syrup Products Sign-up Coupon,2024-08-21 09:12:07,2025-03-09 11:28:40
4021,fdcfa683-95a9-42a5-809d-868ab21c0382,robitussin naturals cough+ immune health gummies,true,1,robitussin naturals cough+ immune health gummies,1,Robitussin Naturals Cough+ Immune Health Gummies Sign-up Coupon,2024-08-21 09:12:07,2025-03-09 11:28:40
4022,482450c6-019e-42c7-86ad-1bf8114ee284,rocaltrol,true,4,rocaltrol; rocaltrol; rocaltrol; rocaltrol,6,Rx Outreach Medications; hypoparathyroidism - privately insured; hypoparathyroidism - publicly insured; autoimmune - medicare access fund; secondary hyperparathyroidism fund; rx outreach medications,2024-08-21 09:12:07,2025-03-09 11:28:40
4023,16bf8df0-b04c-4ef4-95b5-92b266c90ae6,rocklatan,true,2,rocklatan ophthalmic solution; rocklatan,4,Rocklatan ophthalmic solution Copay Card Sign-up; Rocklatan ophthalmic solution Free Sample Offer; rocklatan alcon patient access program card; rocklatan alcon patient access program card,2024-08-21 09:12:07,2025-03-09 11:28:40
4024,b1cb8ce1-00c2-4360-a9be-4a82a78f8f29,roctavian,true,5,roctavian; roctavian; roctavian; roctavian; roctavian,6,BioMarin RareConnections - Roctavian; hemophilia fund; inherited and acquired factor deficiencies - publicly insured; biomarin rareconnections: roctavian; roctavian co-pay assistance program; roctavian co-pay assistance program,2024-08-21 09:12:07,2025-03-09 11:30:51
4025,dadc8bd5-6117-45da-a469-604a532904a1,roctavian iv,true,1,roctavian iv; infusion,2,BioMarin RareConnections: Roctavian; Roctavian iv; infusion Copay Card Program,2024-08-21 09:12:07,2025-03-16 07:31:39
4026,d784fa1d-c3c1-43e3-b273-2d5d1d83395e,roflumilast,true,4,roflumilast; roflumilast; roflumilast; roflumilast,3,chronic obstructive pulmonary disease (copd) fund; chronic obstructive pulmonary disease - medicare access fund; chronic obstructive pulmonary disease health equity fund (copd),2024-08-21 09:12:07,2024-08-21 09:12:07
4027,bf732b9f-ebb8-4143-abdf-2173822fbd72,rogaine men,true,1,rogaine for men solution,3,Rogaine for Men Solution Sign-up Coupon; Rogaine for Men Solution Sign-up/receive future savings; Rogaine for Men Solution Sign-up Coupon,2024-08-21 09:12:07,2025-03-16 07:31:39
4028,161b17e4-e721-457b-823a-a8a134a12049,rogaine men unscented foam,true,1,rogaine for men unscented foam,3,Rogaine for Men Unscented Foam Sign-up Coupon; Rogaine for Men Unscented Foam Sign-up/receive future savings; Rogaine for Men Unscented Foam Sign-up Coupon,2024-08-21 09:12:07,2025-03-16 07:31:39
4029,09a6c277-637b-49d1-be7b-6b5c34f899dc,rogaine woman unscented foam,true,1,rogaine for woman unscented foam,3,Rogaine for Woman Unscented Foam Sign-up Coupon; Rogaine for Woman Unscented Foam Sign-up/receive future savings; Rogaine for Woman Unscented Foam Sign-up Coupon,2024-08-21 09:12:07,2025-03-16 07:31:39
